40.05000784,-75.18846661
40.05000784,-75.18846661
39.96543456,-75.17030679
39.97828605,-75.23011006
39.98341929,-75.14279642
40.03251874,-75.03425836
40.04747275,-75.01402123
40.00206983,-75.14855196
40.00348626,-75.14907576
40.01402736,-75.14741274
40.04175881,-75.11230712
39.92742809,-75.19359855
40.04051477,-75.17153554
39.93891613,-75.23452337
39.98886628,-75.16741585
39.99332424,-75.16320831
39.97368467,-75.2014767
39.96689541,-75.19731849
39.96545242,-75.21962533
39.94177782,-75.14541479
39.9380436,-75.18517999
39.93414313,-75.15726428
39.94380702,-75.22276083
39.96556879,-75.2074685
39.9333589,-75.22414063
40.10280997,-74.9666675
39.94529731,-75.16306111
39.93955173,-75.1702566
39.93277193,-75.17654203
40.0256832,-75.07996696
40.03152988,-75.14247754
39.94459425,-75.23647972
39.93255485,-75.15552974
39.93009035,-75.17763145
40.05677159,-75.16056573
39.9234107,-75.15810263
40.05773722,-75.14920498
40.05523302,-75.17650996
40.05701142,-75.14330941
40.02227799,-75.14369892
39.92421191,-75.15011457
40.06166837,-75.20185035
40.06105607,-75.20199517
40.03876139,-75.05883084
39.92948741,-75.17372451
39.92726344,-75.18310272
40.02199756,-75.12148378
40.00542283,-75.14595429
39.98684155,-75.16048877
40.01019113,-75.1488013
40.025158,-75.053309
39.96689541,-75.19731849
39.90326156,-75.2499836
40.00174767,-75.13263405
40.03013279,-75.03105589
40.04757224,-75.01127084
39.96943741,-75.20233658
39.9406882,-75.1516229
40.00176705,-75.15838372
39.97961515,-75.17271124
40.03151098,-75.05023281
39.96886667,-75.22453174
40.02228782,-75.1620251
39.97360767,-75.26978635
40.10019347,-75.04045951
39.99251679,-75.18008271
39.96056156,-75.23574709
39.94119671,-75.23230088
39.99645851,-75.11508578
39.93593862,-75.19230809
40.01792645,-75.13279557
40.04719735,-74.99402033
39.89264771,-75.24544428
40.01283629,-75.17441042
40.01320571,-75.17364984
40.03978884,-75.22402111
40.02812741,-75.16410666
40.03146618,-75.16761136
40.01648521,-75.15654256
40.03277593,-75.19539446
40.02690731,-75.21908088
39.98497205,-75.17397078
40.0416593,-75.05686212
39.99404015,-75.12104041
39.99525915,-75.11578698
39.94695182,-75.16096412
40.05518309,-75.1765422
40.02329761,-75.1712835
40.03873488,-75.22327177
40.01283629,-75.17441042
39.99477926,-75.11642968
39.99477926,-75.11642968
39.93804524,-75.17665438
40.04836018,-75.04652333
40.02392725,-75.03936676
39.99156244,-75.123532
39.99482418,-75.11346929
39.96775703,-75.23301226
39.96578773,-75.16577411
39.91674746,-75.15932974
39.92705464,-75.1941398
39.92998754,-75.17831034
40.02338816,-75.11355646
39.93009035,-75.17763145
39.94913508,-75.24128599
39.98923393,-75.22265996
39.93488449,-75.17847594
39.94750598,-75.2397
39.96060125,-75.22470277
40.02464924,-75.05449649
39.98025288,-75.10669512
39.96055362,-75.22035369
39.9436729,-75.17272551
39.93822,-75.22875328
40.00211513,-75.14834758
39.93615882,-75.19225841
40.013327,-75.146724
39.979178,-75.131973
39.93946319,-75.22455565
39.97234734,-75.1564601
40.00120362,-75.15292112
40.00415071,-75.10139388
39.93797381,-75.18832861
39.93880766,-75.16171211
39.93473571,-75.19095138
39.94020584,-75.15999927
39.96289649,-75.20192964
39.9927467,-75.08614917
40.02153612,-75.09224199
40.04345967,-75.18417653
39.91781491,-75.22963346
39.97392708,-75.22926716
39.95747171,-75.24572402
39.9832493,-75.18411553
39.98405445,-75.13164849
39.99411982,-75.17981047
39.95009689,-75.14474679
39.95687246,-75.17540562
39.97122894,-75.17556236
40.02137815,-75.15299577
39.99924297,-75.12219296
40.06442462,-75.18879565
39.91897787,-75.22681618
39.9082641,-75.24677933
39.96973633,-75.20405186
39.98983791,-75.12549178
39.94081337,-75.16121605
39.9297786,-75.17189494
39.95347198,-75.14396186
39.9791766,-75.16318093
39.93047122,-75.15330887
39.92952192,-75.15347815
39.99036556,-75.11612015
39.9710283,-75.14350752
39.97337291,-75.13381974
39.96255857,-75.2452447
39.9516385,-75.173579
39.9829107,-75.22894952
39.96741619,-75.17764125
39.94393413,-75.22852346
39.97592855,-75.12689356
39.99391483,-75.15792147
39.99955066,-75.1615319
40.010651,-75.053439
39.92046477,-75.2444327
39.95534666,-75.20863563
39.92426104,-75.16981102
39.91060326,-75.22582829
39.9355608,-75.22603931
40.02589973,-75.04627974
39.98348206,-75.12668119
39.93039599,-75.16770657
40.00312909,-75.11403906
39.96509101,-75.20546777
39.93732432,-75.22015867
39.93315641,-75.1612782
40.03173381,-75.18264372
40.02258102,-75.15928322
40.00279291,-75.10154063
40.0371674,-75.07387843
39.94104333,-75.20961057
40.03274122,-75.09064333
40.04072699,-75.07851294
40.04127956,-75.15600071
39.95461604,-75.15708415
40.01281187,-75.14720486
40.01281187,-75.14720486
40.01234781,-75.1395324
39.92775208,-75.19455298
40.01334311,-75.1464768
39.95479024,-75.24810414
40.05736889,-75.1368503
40.10341118,-75.03713495
39.92808181,-75.15400985
40.02853262,-75.15057191
39.98621187,-75.11847669
40.04406983,-75.09985867
40.05708659,-75.15371834
39.96525266,-75.21902774
39.92438886,-75.22441382
39.96597272,-75.20554841
39.96723084,-75.22390677
40.02131586,-75.08082389
39.99532608,-75.17089475
39.93421587,-75.18131395
39.93579645,-75.18762807
39.91838748,-75.23883194
39.96572564,-75.20649665
39.99578303,-75.13093721
39.91781491,-75.22963346
39.93806842,-75.18560499
39.93156069,-75.23726686
40.01434473,-75.15734193
